test,cluster genes,cluster gene ids,variable factors,gsea preranked pval,gsea contrast pval,bootstrapping pval,ora pval
cluster_31_UP - condition/ph-lung,45,ENSG00000008382|MPND ENSG00000053371|AKR7A2 ENSG00000079462|PAFAH1B3 ENSG00000095380|NANS ENSG00000099203|TMED1 ENSG00000100448|CTSG ENSG00000101940|WDR13 ENSG00000103152|MPG ENSG00000103671|TRIP4 ENSG00000104976|SNAPC2 ENSG00000108010|GLRX3 ENSG00000108950|FAM20A ENSG00000111843|TMEM14C ENSG00000131966|ACTR10 ENSG00000132004|FBXW9 ENSG00000137074|APTX ENSG00000137767|SQOR ENSG00000138085|ATRAID ENSG00000140365|COMMD4 ENSG00000142552|RCN3 ENSG00000155115|GTF3C6 ENSG00000155957|TMBIM4 ENSG00000158019|BABAM2 ENSG00000160087|UBE2J2 ENSG00000160446|ZDHHC12 ENSG00000167065|DUSP18 ENSG00000168701|TMEM208 ENSG00000168894|RNF181 ENSG00000176108|CHMP6 ENSG00000177370|TIMM22 ENSG00000178952|TUFM ENSG00000179922|ZNF784 ENSG00000180992|MRPL14 ENSG00000185808|PIGP ENSG00000186577|SMIM29 ENSG00000214941|ZSWIM7 ENSG00000236753|MKLN1-AS ENSG00000239697|TNFSF12 ENSG00000241112|RPL29P14 ENSG00000243449|C4orf48 ENSG00000248712|CCDC153 ENSG00000250318|ENSG00000250318 ENSG00000272086|GOLPH3-DT ENSG00000286873|ENSG00000286873 ENSG00000289390|ENSG00000289390,3,-,-,,0.22069156531343195
cluster_32_DOWN - condition/healthy,3,ENSG00000157895|C12orf43 ENSG00000174109|C16orf91 ENSG00000233622|CYP2T1P,3,-,-,,0.5671727350623332
cluster_32_DOWN - condition/pah,3,ENSG00000157895|C12orf43 ENSG00000174109|C16orf91 ENSG00000233622|CYP2T1P,3,-,-,,0.41214882068497494
cluster_32_DOWN - condition/ph-lung,3,ENSG00000157895|C12orf43 ENSG00000174109|C16orf91 ENSG00000233622|CYP2T1P,3,-,-,,0.8274453047196385
cluster_33_UP - condition/healthy,2,ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810,3,-,-,,0.1636715412273537
cluster_33_UP - condition/pah,2,ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810,3,-,-,,0.609899855166024
cluster_33_UP - condition/ph-lung,2,ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810,3,-,-,,0.9294764156725754
cluster_34_UP - condition/healthy,2,ENSG00000068615|REEP1 ENSG00000165716|DIPK1B,3,-,-,,0.6017470391230804
cluster_34_UP - condition/pah,2,ENSG00000068615|REEP1 ENSG00000165716|DIPK1B,3,-,-,,0.7621967844354044
cluster_34_UP - condition/ph-lung,2,ENSG00000068615|REEP1 ENSG00000165716|DIPK1B,3,-,-,,0.5103286956645958
cluster_35_UP - condition/healthy,4,ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385,3,-,-,,0.9114330022567915
cluster_35_UP - condition/pah,4,ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385,3,-,-,,0.1518251055088349
cluster_35_UP - condition/ph-lung,4,ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385,3,-,-,,0.765150832114439
cluster_36_UP - condition/healthy,5,ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2,3,-,-,,0.8281601733532494
cluster_36_UP - condition/pah,5,ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2,3,-,-,,0.6379200986869251
cluster_36_UP - condition/ph-lung,5,ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2,3,-,-,,0.39351742199885487
cluster_37_UP - condition/healthy,5,ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14,3,-,-,,1.0
cluster_37_UP - condition/pah,5,ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14,3,-,-,,0.4119135720893353
cluster_37_UP - condition/ph-lung,5,ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14,3,-,-,,0.4119135720893353
cluster_38_DOWN - condition/healthy,12,ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5,3,-,-,,0.6959900142579569
cluster_38_DOWN - condition/pah,12,ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5,3,-,-,,0.8626552240182295
cluster_38_DOWN - condition/ph-lung,12,ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5,3,-,-,,0.2515002446996993
cluster_39_UP - condition/healthy,6,ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942,3,-,-,,1.0
cluster_39_UP - condition/pah,6,ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942,3,-,-,,0.13781268288999227
cluster_39_UP - condition/ph-lung,6,ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942,3,-,-,,0.7505087881591119
cluster_40_DOWN - condition/healthy,2,ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12,3,-,-,,0.7621967844354043
cluster_40_DOWN - condition/pah,2,ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12,3,-,-,,0.6650285081196488
cluster_40_DOWN - condition/ph-lung,2,ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12,3,-,-,,0.43116695927427134
cluster_41_DOWN - condition/healthy,8,ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278,3,-,-,,0.9231125078167544
cluster_41_DOWN - condition/pah,8,ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278,3,-,-,,0.43116695927427134
cluster_41_DOWN - condition/ph-lung,8,ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278,3,-,-,,0.43116695927427134
cluster_42_DOWN - condition/healthy,2,ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B,3,-,-,,0.20649624331580965
cluster_42_DOWN - condition/pah,2,ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B,3,-,-,,0.7909539574979287
cluster_42_DOWN - condition/ph-lung,2,ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B,3,-,-,,0.7909539574979287
cluster_43_DOWN - condition/healthy,7,ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916,3,-,-,,0.7974792552760475
cluster_43_DOWN - condition/pah,7,ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916,3,-,-,,0.8274453047196385
cluster_43_DOWN - condition/ph-lung,7,ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916,3,-,-,,0.21060787990344718
cluster_44_UP - condition/healthy,5,ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872,3,-,-,,0.9415744589401048
cluster_44_UP - condition/pah,5,ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872,3,-,-,,0.1266548155360903
cluster_44_UP - condition/ph-lung,5,ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872,3,-,-,,0.7753966043239645
cluster_45_UP - condition/healthy,11,ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96,3,-,-,,0.6502554116483783
cluster_45_UP - condition/pah,11,ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96,3,-,-,,0.10528470073284363
cluster_45_UP - condition/ph-lung,11,ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96,3,-,-,,0.9680798643157292
cluster_46_UP - condition/healthy,28,ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870,3,-,-,,0.5753269121215785
cluster_46_UP - condition/pah,28,ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870,3,-,-,,0.12941012205443003
cluster_46_UP - condition/ph-lung,28,ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870,3,-,-,,0.9690236515496374
cluster_47_DOWN - condition/healthy,2,ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1,3,-,-,,0.8395544849304761
cluster_47_DOWN - condition/pah,2,ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1,3,-,-,,0.2803720517124377
cluster_47_DOWN - condition/ph-lung,2,ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1,3,-,-,,0.7196279482875625
cluster_48_UP - condition/healthy,4,ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10,3,-,-,,0.3119163418254667
cluster_48_UP - condition/pah,4,ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10,3,-,-,,0.9834163824340144
cluster_48_UP - condition/ph-lung,4,ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10,3,-,-,,0.21060787990344718
cluster_49_UP - condition/healthy,9,ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1,3,-,-,,0.2874525556194124
cluster_49_UP - condition/pah,9,ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1,3,-,-,,0.9853063164273714
cluster_49_UP - condition/ph-lung,9,ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1,3,-,-,,0.3510666516539633
cluster_50_UP - condition/healthy,31,ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792,3,-,-,,0.9089114607183578
cluster_50_UP - condition/pah,31,ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792,3,-,-,,0.3510666516539633
cluster_50_UP - condition/ph-lung,31,ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792,3,-,-,,0.6577351306482386
cluster_51_UP - condition/healthy,3,ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498,3,-,-,,0.12045503129127196
cluster_51_UP - condition/pah,3,ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498,3,-,-,,0.8378859250680735
cluster_51_UP - condition/ph-lung,3,ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498,3,-,-,,0.8378859250680735
cluster_52_DOWN - condition/healthy,3,ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B,3,-,-,,0.6959900142579569
cluster_52_DOWN - condition/pah,3,ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B,3,-,-,,0.8626552240182295
cluster_52_DOWN - condition/ph-lung,3,ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B,3,-,-,,0.2515002446996993
cluster_53_UP - condition/healthy,31,ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1,3,-,-,,0.9342237516529404
cluster_53_UP - condition/pah,31,ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1,3,-,-,,0.21060787990344718
cluster_53_UP - condition/ph-lung,31,ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1,3,-,-,,0.6405618869040401
cluster_54_UP - condition/healthy,48,ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091,3,-,-,,0.9699756833979896
cluster_54_UP - condition/pah,48,ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091,3,-,-,,0.7202589683732803
cluster_54_UP - condition/ph-lung,48,ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091,3,-,-,,0.10528470073284363
cluster_55_UP - condition/healthy,5,ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205,3,-,-,,0.5671727350623332
cluster_55_UP - condition/pah,5,ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205,3,-,-,,0.8274453047196385
cluster_55_UP - condition/ph-lung,5,ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205,3,-,-,,0.41214882068497494
cluster_56_UP - condition/healthy,3,ENSG00000110455|ACCS ENSG00000156886|ITGAD ENSG00000160305|DIP2A,3,-,-,,0.2535277930465156
